id,location,fault_severity,event_type,severity_type,log_feature,volume,resource_type
4327,location 485,0,event_type 35,severity_type 2,feature 312,24,resource_type 2
12098,location 599,0,event_type 15,severity_type 2,feature 82,9,resource_type 8
16095,location 618,2,event_type 11,severity_type 1,feature 68,1,resource_type 8
16796,location 16,1,event_type 11,severity_type 1,feature 170,2,resource_type 8
10432,location 895,1,event_type 42,severity_type 1,feature 283,2,resource_type 2
12469,location 945,0,event_type 11,severity_type 1,feature 55,2,resource_type 8
7423,location 1038,0,event_type 11,severity_type 1,feature 209,1,resource_type 8
15221,location 1120,1,event_type 11,severity_type 1,feature 87,10,resource_type 8
16446,location 488,0,event_type 34,severity_type 2,feature 312,20,resource_type 2
13252,location 830,2,event_type 11,severity_type 1,feature 170,10,resource_type 8
16281,location 149,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
13071,location 655,0,event_type 15,severity_type 1,feature 201,2,resource_type 8
38,location 468,0,event_type 35,severity_type 2,feature 307,1,resource_type 2
80,location 194,0,event_type 11,severity_type 2,feature 68,3,resource_type 8
79,location 8,0,event_type 15,severity_type 1,feature 56,2,resource_type 8
8608,location 1052,2,event_type 54,severity_type 1,feature 203,6,resource_type 2
3189,location 1061,2,event_type 15,severity_type 2,feature 203,3,resource_type 8
1115,location 244,0,event_type 34,severity_type 2,feature 232,23,resource_type 2
6160,location 1019,0,event_type 15,severity_type 2,feature 82,12,resource_type 8
7840,location 133,0,event_type 34,severity_type 2,feature 313,2,resource_type 2
16401,location 980,1,event_type 15,severity_type 2,feature 201,1,resource_type 8
8641,location 638,1,event_type 44,severity_type 1,feature 291,2,resource_type 2
4383,location 315,0,event_type 20,severity_type 1,feature 219,1,resource_type 2
6803,location 1008,0,event_type 15,severity_type 2,feature 82,6,resource_type 8
43,location 300,0,event_type 35,severity_type 2,feature 227,2,resource_type 2
9528,location 1086,0,event_type 15,severity_type 2,feature 82,2,resource_type 8
6347,location 1066,0,event_type 11,severity_type 1,feature 273,1,resource_type 6
27,location 793,0,event_type 11,severity_type 1,feature 73,3,resource_type 8
13433,location 495,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
8,location 243,0,event_type 34,severity_type 2,feature 232,3,resource_type 2
3590,location 998,2,event_type 11,severity_type 1,feature 68,1,resource_type 8
4388,location 797,1,event_type 24,severity_type 1,feature 170,1,resource_type 8
131,location 621,1,event_type 20,severity_type 1,feature 134,1,resource_type 2
9373,location 33,2,event_type 10,severity_type 1,feature 154,2,resource_type 3
9661,location 608,0,event_type 11,severity_type 2,feature 85,1,resource_type 8
3752,location 149,0,event_type 35,severity_type 2,feature 312,31,resource_type 2
243,location 520,0,event_type 34,severity_type 2,feature 312,13,resource_type 2
15511,location 283,1,event_type 34,severity_type 2,feature 312,1,resource_type 2
18200,location 1048,1,event_type 11,severity_type 1,feature 54,2,resource_type 8
4361,location 13,1,event_type 13,severity_type 1,feature 345,1,resource_type 6
7975,location 124,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
8594,location 89,1,event_type 35,severity_type 2,feature 232,19,resource_type 2
8211,location 851,0,event_type 13,severity_type 1,feature 345,2,resource_type 6
2499,location 1030,1,event_type 11,severity_type 1,feature 68,1,resource_type 8
12869,location 130,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
12001,location 527,0,event_type 11,severity_type 2,feature 181,1,resource_type 8
3700,location 745,2,event_type 13,severity_type 1,feature 222,1,resource_type 7
2915,location 228,0,event_type 35,severity_type 4,feature 307,1,resource_type 2
2496,location 13,0,event_type 11,severity_type 2,feature 77,1,resource_type 8
5759,location 793,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
4782,location 91,0,event_type 34,severity_type 1,feature 228,1,resource_type 2
16979,location 846,0,event_type 15,severity_type 1,feature 203,2,resource_type 8
2503,location 473,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
5372,location 962,0,event_type 15,severity_type 2,feature 203,1,resource_type 8
2323,location 485,0,event_type 35,severity_type 2,feature 312,11,resource_type 2
6676,location 816,1,event_type 11,severity_type 1,feature 170,8,resource_type 4
9348,location 276,0,event_type 34,severity_type 2,feature 307,1,resource_type 2
12367,location 926,2,event_type 11,severity_type 1,feature 62,1,resource_type 8
8902,location 375,0,event_type 34,severity_type 2,feature 233,24,resource_type 2
14201,location 690,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
16341,location 460,0,event_type 35,severity_type 2,feature 312,12,resource_type 2
9349,location 276,0,event_type 34,severity_type 2,feature 312,3,resource_type 2
703,location 313,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
5951,location 846,1,event_type 15,severity_type 2,feature 82,24,resource_type 8
12364,location 468,0,event_type 20,severity_type 1,feature 134,1,resource_type 2
18364,location 936,1,event_type 11,severity_type 2,feature 197,1,resource_type 8
1,location 601,1,event_type 11,severity_type 1,feature 68,2,resource_type 8
7309,location 600,0,event_type 15,severity_type 2,feature 82,56,resource_type 8
1964,location 1111,0,event_type 11,severity_type 2,feature 54,1,resource_type 8
7415,location 619,0,event_type 11,severity_type 1,feature 170,3,resource_type 8
8584,location 157,0,event_type 34,severity_type 2,feature 312,7,resource_type 2
11885,location 755,0,event_type 11,severity_type 2,feature 104,1,resource_type 8
6393,location 13,0,event_type 14,severity_type 2,feature 68,1,resource_type 4
495,location 704,1,event_type 15,severity_type 2,feature 82,14,resource_type 8
17800,location 484,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
10336,location 919,0,event_type 11,severity_type 2,feature 55,1,resource_type 8
8458,location 12,1,event_type 11,severity_type 1,feature 188,1,resource_type 8
18105,location 159,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
8158,location 478,0,event_type 34,severity_type 2,feature 307,3,resource_type 2
4009,location 731,0,event_type 11,severity_type 1,feature 171,2,resource_type 8
3934,location 375,0,event_type 34,severity_type 2,feature 233,8,resource_type 2
5852,location 599,0,event_type 15,severity_type 2,feature 82,2,resource_type 8
11016,location 921,2,event_type 15,severity_type 2,feature 56,1,resource_type 8
13451,location 921,1,event_type 15,severity_type 2,feature 201,1,resource_type 8
15470,location 1061,1,event_type 15,severity_type 2,feature 203,1,resource_type 8
8078,location 127,0,event_type 34,severity_type 2,feature 312,1,resource_type 2
4561,location 112,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
9558,location 619,0,event_type 11,severity_type 1,feature 170,1,resource_type 8
12189,location 157,1,event_type 20,severity_type 1,feature 134,1,resource_type 2
6148,location 957,0,event_type 54,severity_type 5,feature 360,2,resource_type 2
1320,location 875,0,event_type 11,severity_type 2,feature 70,1,resource_type 8
13966,location 106,0,event_type 35,severity_type 4,feature 301,1,resource_type 2
8577,location 1042,0,event_type 15,severity_type 2,feature 82,30,resource_type 8
11955,location 242,0,event_type 34,severity_type 2,feature 309,1,resource_type 2
13681,location 226,1,event_type 35,severity_type 2,feature 312,2,resource_type 2
191,location 95,1,event_type 35,severity_type 2,feature 227,1,resource_type 2
17962,location 793,0,event_type 11,severity_type 1,feature 195,15,resource_type 8
6970,location 466,0,event_type 34,severity_type 2,feature 234,12,resource_type 2
18372,location 944,1,event_type 11,severity_type 2,feature 85,1,resource_type 8
9075,location 793,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
9179,location 794,0,event_type 11,severity_type 1,feature 47,2,resource_type 8
12184,location 474,0,event_type 34,severity_type 2,feature 232,1,resource_type 2
17101,location 149,0,event_type 35,severity_type 2,feature 233,14,resource_type 2
3855,location 793,0,event_type 11,severity_type 1,feature 195,14,resource_type 8
1035,location 618,0,event_type 40,severity_type 1,feature 162,1,resource_type 2
2026,location 1054,1,event_type 11,severity_type 2,feature 187,1,resource_type 8
11313,location 1010,1,event_type 11,severity_type 1,feature 195,1,resource_type 8
16825,location 466,0,event_type 35,severity_type 2,feature 312,1,resource_type 2
6717,location 33,1,event_type 20,severity_type 1,feature 219,2,resource_type 2
15970,location 1011,1,event_type 11,severity_type 1,feature 196,2,resource_type 8
11118,location 477,0,event_type 35,severity_type 2,feature 234,1,resource_type 2
772,location 763,1,event_type 15,severity_type 2,feature 82,10,resource_type 8
7009,location 472,0,event_type 34,severity_type 2,feature 312,3,resource_type 2
3697,location 116,0,event_type 34,severity_type 2,feature 227,2,resource_type 2
1385,location 122,0,event_type 34,severity_type 2,feature 232,2,resource_type 2
10765,location 976,1,event_type 15,severity_type 2,feature 82,12,resource_type 8
12201,location 480,0,event_type 35,severity_type 2,feature 310,29,resource_type 2
11854,location 495,0,event_type 34,severity_type 2,feature 312,28,resource_type 2
1767,location 239,0,event_type 35,severity_type 2,feature 312,5,resource_type 2
15158,location 1095,0,event_type 11,severity_type 2,feature 68,1,resource_type 8
6857,location 1113,1,event_type 11,severity_type 1,feature 54,4,resource_type 8
2931,location 805,0,event_type 11,severity_type 2,feature 191,1,resource_type 8
14156,location 491,0,event_type 35,severity_type 2,feature 232,1,resource_type 2
15306,location 887,0,event_type 11,severity_type 1,feature 170,1,resource_type 8
13548,location 738,1,event_type 6,severity_type 1,feature 198,1,resource_type 8
10482,location 704,0,event_type 15,severity_type 2,feature 82,8,resource_type 8
14505,location 148,0,event_type 34,severity_type 2,feature 227,1,resource_type 2
12720,location 1075,1,event_type 11,severity_type 1,feature 82,16,resource_type 8
11030,location 808,0,event_type 11,severity_type 1,feature 193,3,resource_type 8
17208,location 837,1,event_type 22,severity_type 1,feature 222,2,resource_type 7
14129,location 155,0,event_type 34,severity_type 2,feature 232,15,resource_type 2
7941,location 756,0,event_type 11,severity_type 1,feature 170,3,resource_type 8
1069,location 126,0,event_type 35,severity_type 2,feature 235,1,resource_type 2
4295,location 498,0,event_type 35,severity_type 4,feature 312,1,resource_type 2
17982,location 1061,0,event_type 15,severity_type 2,feature 80,1,resource_type 8
3835,location 336,1,event_type 35,severity_type 2,feature 312,1,resource_type 2
5306,location 654,1,event_type 30,severity_type 5,feature 218,1,resource_type 9
3778,location 493,0,event_type 34,severity_type 2,feature 309,1,resource_type 2
7829,location 664,0,event_type 11,severity_type 1,feature 55,2,resource_type 8
10941,location 836,0,event_type 11,severity_type 1,feature 195,2,resource_type 8
12747,location 206,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
10059,location 821,2,event_type 11,severity_type 1,feature 80,4,resource_type 8
14783,location 653,1,event_type 54,severity_type 1,feature 82,16,resource_type 8
17595,location 1,2,event_type 15,severity_type 1,feature 203,14,resource_type 8
12692,location 816,0,event_type 13,severity_type 1,feature 345,1,resource_type 6
7313,location 1020,2,event_type 11,severity_type 1,feature 54,10,resource_type 8
6789,location 450,0,event_type 35,severity_type 2,feature 315,2,resource_type 2
8340,location 255,0,event_type 35,severity_type 2,feature 312,13,resource_type 2
5608,location 470,0,event_type 35,severity_type 2,feature 313,1,resource_type 2
17517,location 475,0,event_type 35,severity_type 2,feature 314,36,resource_type 2
12329,location 644,1,event_type 44,severity_type 1,feature 291,2,resource_type 2
15267,location 461,0,event_type 35,severity_type 2,feature 312,22,resource_type 2
10026,location 879,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
2937,location 613,0,event_type 11,severity_type 1,feature 203,9,resource_type 8
7350,location 821,0,event_type 11,severity_type 1,feature 71,1,resource_type 1
2857,location 155,0,event_type 11,severity_type 2,feature 181,1,resource_type 8
17464,location 124,0,event_type 35,severity_type 2,feature 235,2,resource_type 2
14909,location 1033,2,event_type 11,severity_type 1,feature 54,2,resource_type 8
6834,location 1015,1,event_type 11,severity_type 1,feature 54,3,resource_type 8
9299,location 496,0,event_type 11,severity_type 2,feature 44,1,resource_type 8
13088,location 816,1,event_type 11,severity_type 1,feature 163,3,resource_type 4
13079,location 1023,0,event_type 30,severity_type 1,feature 133,1,resource_type 9
17207,location 126,0,event_type 34,severity_type 2,feature 312,35,resource_type 2
10951,location 468,0,event_type 35,severity_type 2,feature 232,6,resource_type 2
13724,location 846,1,event_type 15,severity_type 2,feature 82,16,resource_type 8
2909,location 834,2,event_type 15,severity_type 2,feature 203,9,resource_type 8
4882,location 296,1,event_type 34,severity_type 2,feature 232,1,resource_type 2
15107,location 713,0,event_type 15,severity_type 2,feature 80,3,resource_type 8
9328,location 726,2,event_type 11,severity_type 1,feature 155,8,resource_type 8
499,location 892,2,event_type 44,severity_type 1,feature 376,10,resource_type 2
9780,location 737,1,event_type 11,severity_type 2,feature 157,2,resource_type 8
2100,location 1042,1,event_type 15,severity_type 1,feature 82,8,resource_type 8
14070,location 977,1,event_type 30,severity_type 5,feature 133,2,resource_type 9
5427,location 1023,0,event_type 11,severity_type 2,feature 73,1,resource_type 8
